"","Year","Genre","NA_Sales","EU_Sales","JP_Sales"
"464",2010,"Strategy",0,0,0.01
"465",2010,"Strategy",0,0,0.01
"466",2012,"Adventure",0,0,0.01
"467",2012,"Misc",0,0,0.01
"468",2012,"Adventure",0,0,0.01
"469",2012,"Misc",0,0,0.01
"470",2013,"Adventure",0,0,0.08
"471",2013,"Simulation",0,0,0.08
"472",2012,"Adventure",0,0,0.23
"473",2012,"Simulation",0,0,0.23
"474",2012,"Adventure",0,0,0.07
"475",2012,"Simulation",0,0,0.07
"476",2011,"Misc",0,0,0.4
"477",2011,"Misc",0,0,0.4
"478",2017,"Misc",0,0,0.01
"480",2010,"Misc",0,0,0.41
"481",2010,"Misc",0,0,0.41
"482",2012,"Action",0,0,0.11
"483",2012,"Misc",0,0,0.11
"484",2017,"Action",0.05,0,0.01
"485",2017,"Action",0.02,0,0
"486",2011,"Adventure",0,0,0.14
"487",2017,"Adventure",0,0,0.01
"488",2012,"Action-Adventure",0,0,0.08
"489",2012,"Adventure",0,0,0.08
"490",2013,"Action",0.05,0.01,0.04
"491",2014,"Action",0.06,0.01,0.04
"492",2014,"Action",0.08,0,0.01
"493",2014,"Action",0.09,0,0.02
"494",2013,"Action",0.09,0.02,0.08
"495",2014,"Action",0.04,0.02,0.08
"498",2016,"Adventure",0,0,0.02
"499",2015,"Action",0,0,0.03
"501",2011,"Racing",0.01,0,0
"502",2012,"Action",0,0.06,0
"503",2010,"Action",0.66,0.51,0.05
"510",2015,"Adventure",0,0,0.04
"511",2015,"Adventure",0,0,0.03
"514",2010,"Adventure",0.27,0.18,0
"515",2010,"Adventure",0.27,0.21,0
"516",2011,"Adventure",0,0.1,0
"517",2011,"Adventure",0.22,0.25,0.04
"518",2011,"Adventure",0.27,0.15,0.04
"521",2011,"Shooter",0,0.02,0
"531",2014,"Adventure",0,0.14,0
"532",2014,"Shooter",0,0.13,0
"533",2014,"Adventure",0.12,0.16,0
"534",2014,"Shooter",0.12,0.19,0
"535",2014,"Adventure",0.29,0.59,0.05
"536",2014,"Shooter",0.34,0.56,0.04
"537",2014,"Adventure",0.16,0.11,0
"538",2014,"Shooter",0.15,0.13,0
"539",2014,"Adventure",0.23,0.25,0
"540",2014,"Shooter",0.22,0.24,0
"549",2010,"Shooter",0,0.17,0
"550",2010,"Shooter",0.41,0.47,0
"551",2010,"Shooter",0.55,0.4,0
"554",2013,"Shooter",0.1,0.06,0
"555",2013,"Shooter",0.2,0.33,0
"556",2013,"Shooter",0.36,0.37,0
"557",2011,"Action",0.1,0.06,0
"562",2011,"Action",0,0,0.12
"563",2011,"Action",0,0,0.12
"564",2012,"Action",0,0,0.1
"565",2012,"Fighting",0,0,0.1
"566",2012,"Action",0,0,0.06
"567",2012,"Fighting",0,0,0.06
"568",2016,"Action",0,0,0.06
"569",2010,"Action",0,0.03,0
"570",2010,"Role-Playing",0,0.03,0
"574",2010,"Action",0.14,0.07,0
"599",2018,"Racing",0.01,0,0
"600",2018,"Racing",0.03,0,0
"615",2010,"Action",0.06,0,0
"616",2010,"Action",0.06,0,0
"617",2010,"Role-Playing",0,0.03,0
"618",2010,"Role-Playing",0.19,0.18,0
"619",2010,"Role-Playing",0.23,0.13,0
"633",2011,"Misc",0.07,0.03,0
"634",2011,"Misc",0.06,0.04,0
"635",2011,"Misc",0.08,0.01,0
"636",2011,"Misc",0.07,0.01,0
"637",2011,"Misc",0.08,0.01,0
"638",2011,"Misc",0.09,0.01,0
"643",2017,"Visual Novel",0,0,0.01
"645",2011,"Adventure",0,0,0.15
"646",2014,"Adventure",0,0,0.04
"647",2014,"Misc",0,0,0.04
"649",2015,"Adventure",0,0,0.03
"650",2018,"Visual Novel",0,0,0.01
"656",2017,"Misc",0.1,0,0
"657",2017,"Misc",0.08,0,0
"658",2018,"Party",0.06,0,0
"660",2010,"Simulation",0.1,0,0
"661",2010,"Action",0.08,0,0
"662",2010,"Simulation",0.07,0,0
"663",2010,"Simulation",0.25,0,0
"680",2016,"Simulation",0,0.09,0
"689",2011,"Adventure",0,0,0.04
"690",2012,"Misc",0,0,0.05
"691",2012,"Visual Novel",0,0,0.05
"692",2014,"Misc",0,0,0.01
"693",2014,"Adventure",0,0,0.03
"694",2014,"Misc",0,0,0.03
"695",2013,"Visual Novel",0,0,0.05
"704",2012,"Action",0.1,0.03,0.06
"705",2013,"Action",0.1,0.03,0.06
"706",2012,"Action",0.11,0.02,0.02
"707",2013,"Action",0.12,0.02,0.02
"716",2015,"Action",0,0,0.03
"719",2011,"Adventure",0,0,0.03
"720",2014,"Puzzle",0,0.01,0
"721",2011,"Sports",0,0.03,0
"722",2011,"Sports",0,0.03,0
"723",2011,"Puzzle",0,0.18,0
"724",2011,"Puzzle",0,0.19,0
"725",2012,"Action",0.38,0.2,0
"726",2012,"Puzzle",0.38,0.22,0
"727",2012,"Action",0.12,0.02,0
"728",2012,"Puzzle",0.12,0.02,0
"729",2012,"Action",0.18,0.06,0
"730",2012,"Puzzle",0.18,0.05,0
"731",2011,"Puzzle",0,0.07,0
"732",2013,"Puzzle",0.15,0.16,0
"733",2013,"Puzzle",0.1,0.15,0
"734",2013,"Puzzle",0.11,0.09,0
"735",2013,"Puzzle",0.03,0.04,0
"736",2013,"Puzzle",0.15,0.1,0
"737",2013,"Puzzle",0.05,0.04,0
"738",2013,"Puzzle",0.16,0.1,0
"739",2013,"Puzzle",0.11,0.04,0
"740",2016,"Action",0,0.02,0
"741",2017,"Action",0.01,0.02,0
"745",2015,"Misc",0.19,0.11,0.09
"746",2015,"Party",0.23,0.12,0.1
"748",2015,"Simulation",0.47,1,1.39
"749",2012,"Simulation",2.01,2.32,4.36
"757",2010,"Simulation",0.05,0,0
"769",2011,"Strategy",0,1.14,0
"770",2015,"Strategy",0.04,0.22,0
"771",2012,"Action",0,0,0.02
"772",2012,"Misc",0,0,0.02
"774",2010,"Misc",0,0,0.01
"776",2016,"Action",0,0,0.08
"777",2016,"Action",0,0,0.06
"785",2012,"Action",0,0,0.04
"786",2012,"Misc",0,0,0.04
"788",2017,"Visual Novel",0,0,0.03
"789",2016,"Visual Novel",0,0,0.05
"790",2010,"Simulation",0,0.03,0
"791",2010,"Simulation",0,0.03,0
"792",2010,"Simulation",0.11,0.07,0
"793",2010,"Simulation",0.12,0.04,0
"795",2011,"Role-Playing",0.02,0.01,0
"796",2011,"Role-Playing",0.02,0.01,0
"798",2010,"Platform",0,0.03,0
"811",2018,"Action",0.04,0,0
"813",2017,"Adventure",0,0,0.01
"818",2018,"Racing",0.03,0,0
"826",2013,"Misc",0.05,0,0.05
"829",2014,"Role-Playing",0.05,0.04,0.06
"830",2014,"Role-Playing",0.05,0.04,0.06
"831",2014,"Role-Playing",0,0,0.04
"832",2015,"Role-Playing",0,0,0.04
"835",2010,"Role-Playing",0.08,0.01,0.13
"836",2011,"Role-Playing",0.08,0.01,0.13
"839",2014,"Misc",0,0,0.01
"842",2012,"Adventure",0,0,0.01
"843",2012,"Misc",0,0,0.01
"844",2016,"Action",0.03,0,0
"846",2010,"Role-Playing",0.12,0,0.06
"857",2013,"Adventure",0,0,0.02
"858",2013,"Misc",0,0,0.02
"859",2011,"Adventure",0,0,0.05
"860",2012,"Action",0,0,0.02
"861",2012,"Misc",0,0,0.02
"864",2011,"Fighting",0.04,0.05,0.1
"865",2014,"Fighting",0.04,0.05,0.1
"866",2014,"Fighting",0.03,0,0.02
"867",2014,"Misc",0.02,0,0.02
"868",2011,"Fighting",0,0.03,0.02
"869",2010,"Role-Playing",0.09,0.08,0
"870",2015,"Role-Playing",0.04,0,0
"871",2010,"Role-Playing",0.04,0.04,0.01
"884",2011,"Adventure",0,0,0.02
"887",2010,"Misc",0.08,0,0
"888",2010,"Misc",0.2,0,0
"904",2018,"Adventure",0.04,0,0
"905",2018,"Action-Adventure",0.07,0,0
"910",2013,"Shooter",0,0.1,0
"911",2017,"Strategy",0.02,0,0
"913",2018,"Strategy",0.02,0,0
"914",2012,"Misc",0,0,0.01
"930",2012,"Simulation",0.09,0.04,0.24
"931",2012,"Simulation",0.09,0.04,0.24
"932",2012,"Simulation",0.13,0.03,0.04
"933",2012,"Simulation",0.13,0.03,0.04
"940",2010,"Simulation",0,0,0.03
"950",2013,"Shooter",0,0,0.12
"951",2013,"Simulation",0,0,0.12
"952",2013,"Shooter",0,0,0.01
"955",2011,"Action",0.05,0.04,0
"989",2010,"Shooter",0.44,0.27,0.01
"990",2010,"Shooter",0.12,0.13,0
"991",2010,"Shooter",0.65,0.24,0
"992",2013,"Shooter",0.11,0.12,0.01
"993",2013,"Shooter",0.16,0.07,0
"995",2010,"Action",0,0.14,0
"997",2010,"Puzzle",0,0.14,0
"998",2015,"Action",0,0,0.05
"999",2016,"Action",0,0,0.06
"1000",2015,"Action",0.02,0.01,0.04
"1001",2016,"Action",0.03,0.04,0.06
"1002",2016,"Action",0.05,0,0
"1003",2010,"Misc",0.28,1.68,0.33
"1004",2015,"Misc",0,0,0.02
"1005",2012,"Misc",0.2,0.05,0.21
"1013",2011,"Adventure",0,0,0.01
"1015",2017,"Sports",0,0.04,0
"1021",2011,"Racing",0.27,0.16,0.02
"1022",2011,"Action",0.14,0.06,0
"1023",2012,"Racing",0.14,0.07,0
"1026",2010,"Racing",0,0.01,0
"1032",2016,"Action",0.02,0.05,0.02
"1033",2016,"Action",0.02,0.07,0.02
"1034",2016,"Action",0,0.01,0
"1035",2015,"Action",0,0.03,0
"1036",2015,"Action-Adventure",0,0.03,0
"1037",2010,"Action",0.01,0.45,0
"1040",2010,"Action",0,0.1,0
"1043",2012,"Action",0.28,0.53,0
"1044",2012,"Action-Adventure",0.28,0.54,0
"1045",2012,"Action",2.64,2.56,0.16
"1046",2012,"Action-Adventure",2.65,2.61,0.16
"1047",2012,"Action",0.19,0.13,0
"1048",2012,"Action-Adventure",0.19,0.14,0
"1049",2012,"Action",3.13,1.71,0.03
"1050",2012,"Action-Adventure",3.13,1.71,0.03
"1051",2012,"Action",0.58,0.55,0.06
"1052",2012,"Adventure",0.53,0.57,0.06
"1053",2013,"Action",0.22,0.38,0
"1054",2013,"Action-Adventure",0.24,0.34,0
"1055",2013,"Action",1.33,1.71,0.13
"1056",2013,"Action-Adventure",1.34,1.86,0.13
"1057",2013,"Action",1.07,1.31,0.06
"1058",2013,"Action-Adventure",1.07,1.55,0.06
"1059",2013,"Action",0.18,0.09,0
"1060",2013,"Action-Adventure",0.17,0.1,0
"1061",2013,"Action",1.9,1.14,0.01
"1062",2013,"Action-Adventure",1.9,1.14,0.01
"1063",2013,"Action",1.51,0.59,0
"1064",2018,"Action-Adventure",0,0.06,0
"1065",2018,"Action-Adventure",1.18,1.4,0.09
"1066",2018,"Action-Adventure",0.91,0.35,0
"1067",2017,"Action",1.22,2.11,0.11
"1068",2017,"Action",1.34,0.92,0
"1069",2018,"Action-Adventure",0,0.13,0.01
"1070",2018,"Action-Adventure",0,0.03,0
"1071",2015,"Action",0.15,0.09,0
"1072",2015,"Action",0.9,2.06,0.08
"1073",2015,"Action",0.71,0.61,0
"1074",2016,"Action",0.14,0.52,0.02
"1075",2016,"Action",0.13,0.12,0
"1080",2011,"Action",0.16,0.34,0
"1081",2010,"Action",1.87,0.57,0.11
"1082",2010,"Action",2.87,0.39,0.03
"1083",2011,"Action",0.16,0.49,0
"1084",2011,"Action",1.41,2.03,0.1
"1085",2011,"Action",2.28,1.47,0.04
"1086",2015,"Action",0.07,0.02,0
"1087",2014,"Action",0.46,0.62,0.07
"1088",2014,"Action",0.59,0.38,0
"1089",2014,"Action",0.2,0.33,0
"1090",2014,"Action",1.25,2.16,0.09
"1091",2014,"Action",2.34,0.9,0
"1092",2015,"Action",0,0,0.14
"1097",2016,"Shooter",0.04,0,0
"1100",2016,"Racing",0,0.06,0.01
"1101",2016,"Racing",0,0.01,0
"1103",2018,"Action-Adventure",0,0.06,0
"1104",2018,"Action-Adventure",0,0.03,0
"1111",2016,"Adventure",0,0,0.02
"1112",2018,"Platform",0.22,0.36,0.02
"1127",2012,"Action",0.2,0.12,0.06
"1128",2012,"Action",0.17,0.06,0.01
"1135",2018,"Misc",0.04,0,0
"1136",2016,"Misc",0.05,0,0
"1137",2016,"Misc",0.06,0,0
"1138",2016,"Misc",0.05,0,0
"1139",2016,"Misc",0.05,0,0
"1140",2018,"Misc",0.05,0,0
"1141",2018,"Misc",0.04,0,0
"1142",2010,"Misc",0.13,0,0
"1143",2011,"Misc",0.06,0,0
"1146",2015,"Role-Playing",0,0,0.05
"1147",2012,"Role-Playing",0.06,0.04,0.14
"1148",2013,"Role-Playing",0.06,0.04,0.14
"1149",2014,"Role-Playing",0,0,0.05
"1150",2015,"Role-Playing",0,0,0.05
"1151",2013,"Role-Playing",0.06,0.04,0.1
"1152",2014,"Role-Playing",0.06,0.03,0.1
"1153",2015,"Role-Playing",0,0,0.04
"1154",2017,"Role-Playing",0.02,0,0.05
"1155",2016,"Role-Playing",0,0,0.04
"1164",2018,"Role-Playing",0.02,0,0.01
"1165",2018,"Role-Playing",0.03,0,0.03
"1166",2017,"Role-Playing",0,0,0.01
"1167",2013,"Role-Playing",0,0,0.06
"1168",2011,"Role-Playing",0.05,0,0.18
"1169",2012,"Role-Playing",0.05,0,0.18
"1170",2013,"Role-Playing",0,0,0.06
"1172",2014,"Role-Playing",0.22,0.1,0.11
"1173",2013,"Role-Playing",0,0,0.05
"1174",2014,"Misc",0,0,0.05
"1175",2016,"Role-Playing",0,0,0.03
"1176",2017,"Role-Playing",0,0,0.05
"1177",2014,"Role-Playing",0.06,0.05,0.08
"1178",2015,"Role-Playing",0.07,0.03,0.08
"1179",2015,"Role-Playing",0,0,0.04
"1180",2015,"Role-Playing",0.01,0.02,0.06
"1181",2016,"Role-Playing",0.04,0.03,0.07
"1182",2015,"Role-Playing",0,0,0.06
"1183",2016,"Role-Playing",0,0,0.07
"1184",2010,"Role-Playing",0.12,0.07,0.21
"1185",2011,"Role-Playing",0.12,0.07,0.21
"1186",2012,"Role-Playing",0,0,0.09
"1187",2018,"Role-Playing",0,0,0.01
"1188",2018,"Role-Playing",0,0,0.01
"1190",2011,"Puzzle",0,0.02,0
"1198",2010,"Shooter",0.09,0,0
"1199",2010,"Shooter",0.1,0,0
"1200",2010,"Shooter",0.04,0,0
"1201",2010,"Shooter",0.04,0,0
"1202",2017,"Action",0,0,0.07
"1203",2017,"Action",0.08,0.24,0.12
"1204",2017,"Action",0,0,0.15
"1205",2016,"Action",0.06,0.07,0
"1206",2018,"Action",0.12,0.02,0.08
"1207",2018,"Action",0.09,0.04,0.06
"1208",2018,"Action",0,0,0.03
"1209",2018,"Action",0.08,0,0
"1210",2017,"Action",0,0,0.07
"1211",2017,"Adventure",0,0,0.04
"1212",2013,"Action",0,0,0.41
"1213",2013,"Action",0,0,0.45
"1214",2018,"Racing",0.01,0,0
"1215",2017,"Racing",0.07,0,0
"1216",2018,"Racing",0.02,0,0
"1225",2010,"Racing",0.1,0,0
"1230",2017,"Racing",0.01,0,0
"1231",2017,"Racing",0,0,0
"1257",2017,"Strategy",0.04,0.01,0
"1258",2017,"Strategy",0.06,0,0
"1261",2017,"Action",0.12,0.03,0
"1262",2015,"Action",0.03,0,0
"1263",2015,"Action",0.01,0,0
"1264",2015,"Action",0,0,0.01
"1265",2012,"Puzzle",0,0.02,0
"1266",2014,"Misc",0,0.03,0
"1269",2014,"Action",0.02,0,0
"1270",2016,"Action",0,0,0.01
"1271",2016,"Action",0,0,0.03
"1272",2017,"Action",0.03,0.01,0.01
"1281",2010,"Adventure",0,0,0.04
"1284",2010,"Simulation",0.34,0.12,0
"1285",2010,"Simulation",0.33,0.12,0
"1289",2011,"Adventure",0.07,0.01,0
"1290",2015,"Adventure",0.1,0.05,0
"1291",2011,"Adventure",0.05,0,0
"1292",2015,"Adventure",0.02,0.01,0
"1293",2015,"Adventure",0,0.02,0
"1294",2010,"Sports",0.16,0,0
"1296",2010,"Sports",0.17,0,0
"1330",2010,"Sports",0.16,0,0
"1331",2010,"Sports",0.12,0,0
"1332",2010,"Sports",0.11,0,0
"1333",2010,"Sports",0.14,0,0
"1334",2010,"Sports",0.15,0,0
"1335",2010,"Sports",0.09,0,0
"1340",2015,"Action",0,0,0.03
"1341",2017,"Action",0.02,0,0.04
"1354",2017,"Racing",0.02,0,0
"1355",2017,"Racing",0.05,0,0
"1356",2012,"Action",0,0,0.05
"1357",2012,"Visual Novel",0,0,0.05
"1360",2010,"Action",0.43,0.02,0.02
"1361",2010,"Action",0.14,0.01,0
"1362",2010,"Action",0.09,0.04,0
"1363",2010,"Action",0.15,0.01,0
"1364",2010,"Action",0.11,0.02,0
"1370",2010,"Action",0.12,0,0
"1371",2011,"Strategy",0.06,0.02,0
"1376",2014,"Action",0,0,0.01
"1377",2014,"Misc",0,0,0.01
"1378",2014,"Misc",0,0,0.01
"1379",2014,"Misc",0,0,0.02
"1402",2012,"Puzzle",0.01,0,0
"1424",2018,"Role-Playing",0.01,0,0
"1426",2016,"Action",0,0,0.02
"1428",2015,"Action",0,0.03,0
"1429",2015,"Action",0,0.03,0
"1430",2015,"Action",0,0.01,0
"1431",2015,"Action",0,0.01,0
"1432",2015,"Action",0,0.03,0
"1433",2015,"Action",0,0.06,0
"1434",2015,"Action",0,0.01,0
"1435",2015,"Action",0,0.01,0
"1460",2010,"Action",0.26,0.14,0
"1461",2010,"Action",0.19,0.02,0
"1462",2011,"Misc",0.37,0.05,0
"1463",2011,"Misc",0.23,0.01,0
"1486",2010,"Sports",0.06,0,0
"1490",2010,"Sports",0.23,0,0
"1491",2010,"Sports",0.08,0,0
"1494",2018,"Simulation",0.06,0,0
"1513",2017,"Adventure",0.09,0.02,0
"1514",2016,"Adventure",0.02,0.09,0
"1515",2016,"Adventure",0.09,0.07,0
"1516",2016,"Adventure",0.02,0.05,0
"1517",2016,"Adventure",0.06,0.01,0
"1521",2011,"Action",0.16,0.28,0
"1522",2011,"Action",2.72,1.89,0.11
"1523",2011,"Action",2.7,1.91,0.11
"1524",2012,"Action",0.17,0.18,0
"1525",2011,"Action",2.99,1.28,0.04
"1526",2011,"Action",2.99,1.31,0.04
"1527",2012,"Action",0.16,0.18,0
"1528",2015,"Action",0.08,0.03,0
"1529",2015,"Action",1.65,1.68,0.11
"1530",2015,"Action",1.49,1.58,0.1
"1531",2015,"Action",0.97,0.46,0
"1532",2013,"Action",0.13,0.16,0
"1533",2013,"Action",1.07,0.87,0.04
"1534",2013,"Action-Adventure",1.08,0.88,0.04
"1535",2013,"Action",0.2,0.09,0
"1536",2013,"Action-Adventure",0.19,0.1,0
"1537",2013,"Action",1.15,0.61,0
"1538",2013,"Action-Adventure",1.15,0.58,0
"1539",2013,"Action",0.16,0.09,0
"1540",2013,"Action-Adventure",0.16,0.09,0
"1541",2013,"Action",0.2,0.2,0
"1542",2013,"Action-Adventure",0.16,0.21,0
"1543",2016,"Action",0.32,0,0
"1547",2016,"Action",0.15,0.39,0.01
"1548",2016,"Action",0.12,0.06,0
"1553",2010,"Action",0.23,0.04,0
"1554",2010,"Action",0.24,0.04,0
"1555",2010,"Action",0.2,0.05,0
"1556",2010,"Action",0.22,0.06,0
"1557",2017,"Adventure",0.05,0,0
"1558",2017,"Adventure",0.04,0,0
"1578",2018,"Role-Playing",0.03,0.01,0
"1579",2017,"Role-Playing",0.03,0.02,0
"1580",2017,"Role-Playing",0.04,0,0
"1589",2016,"Strategy",0,0,0.01
"1593",2010,"Strategy",0.15,0.04,0
"1595",2010,"Strategy",0.09,0.15,0
"1596",2013,"Role-Playing",0,0,0.02
"1597",2014,"Misc",0,0,0.02
"1600",2013,"Misc",0,0,0.01
"1602",2010,"Role-Playing",0,0,0.04
"1603",2010,"Role-Playing",0,0,0.04
"1604",2010,"Role-Playing",0,0,0.02
"1605",2010,"Role-Playing",0,0,0.02
"1613",2013,"Strategy",0,0.01,0
"1614",2016,"Strategy",0,0.01,0
"1615",2016,"Strategy",0.01,0,0
"1616",2016,"Strategy",0.01,0,0
"1617",2016,"Shooter",0.12,0.06,0
"1618",2016,"Shooter",0.03,0.03,0
